,tweet_count,rt_avg,rt_var,time_avg,time_var,tag_obama_sum,tag_criminal_sum,tag_thanks_sum,tag_america_sum,tag_china_sum,tag_money_sum,tag_president_sum,tag_democrat_sum,tag_trump_sum,tag_vote_sum,tag_jobs_sum,prior_tag_liberal_sum,prior_tag_republican_sum,prior_tag_foreign_sum,prior_tag_policy_sum,prior_tag_mexico_sum,prior_tag_china_sum,prior_tag_russia_sum,prior_tag_obama_sum,prior_tag_taxes_sum,prior_tag_media_sum,is_weekend,delta
140,10,0.04875002706154878,0.0002843718585693927,783.2,137273.28888888887,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,False,0.1237599999999972
141,4,0.05538754844017233,0.0012376182456486267,489.5,135873.66666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.009929999999997108
142,7,0.09132576847066683,0.0017320079046237568,940.5714285714286,221724.61904761905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,0.28045000000000186
143,7,0.06380340016762695,0.0012375783549892735,945.5714285714286,78336.28571428571,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,False,0.05281999999999698
144,3,0.04257232649939021,0.0005467319361641276,343.0,191269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.009909999999997865
145,7,0.04670088792807504,0.00017655278984706326,1017.7142857142857,119450.90476190476,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,True,-0.01787999999999812
146,13,0.02635399336867155,0.0003319187489921512,1205.5384615384614,51393.9358974359,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,False,-0.09219999999999828
147,6,0.047875036984116666,9.911301592457752e-05,657.8333333333334,143454.16666666666,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,3,0,False,-0.21855000000000047
148,9,0.047939232991515895,0.0007149907838098864,491.22222222222223,293854.1944444445,1,0,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,False,0.34620000000000317
149,13,0.051665076280261055,0.0006651443120470215,1049.7692307692307,73541.52564102564,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,2,1,0,0,False,1.0247299999999981
150,7,0.03110299780105587,0.00042755188231397896,607.0,231040.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,False,-0.11126000000000147
151,6,0.07338280184451516,0.0008039886606543726,969.8333333333334,243387.76666666666,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,True,-0.07911999999999608
152,2,0.04255022623454785,0.0018272701411859917,723.5,24.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,True,-0.11635000000000417
153,9,0.05154172650275787,0.0004720541033764578,881.3333333333334,26834.0,2,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,False,-0.7499099999999999
154,14,0.04582448034094459,0.0007801003545440369,660.2857142857143,139208.989010989,2,0,0,2,0,0,0,3,2,0,0,0,2,0,0,0,0,2,2,0,0,False,0.6619300000000052
155,9,0.03832847428190677,0.00011385863920669694,1017.1111111111111,99617.11111111111,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,False,0.5553599999999932
156,13,0.04669886574640747,0.00019320652349965857,1058.076923076923,139683.41025641025,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,False,-0.3322299999999956
157,7,0.05650953958254081,0.00029160423207410814,840.1428571428571,189471.47619047618,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,-0.01570000000000249
158,11,0.07195075388554638,0.0013503732849015698,1074.0,77513.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,True,-0.07381999999999778
159,4,0.31100281981338357,0.21100226668635913,931.75,253392.91666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.016580000000004702
160,10,0.05483292199779177,0.0007134021586254393,868.6,135112.26666666666,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,False,-0.11751000000000289
161,6,0.08440677476853355,0.0009615580616998247,566.3333333333334,274619.06666666665,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,-0.3734400000000022
162,5,0.07003204087376327,0.001246591877943046,709.6,202976.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,-0.03206999999999738
163,4,0.07606392479054361,0.00046713527530089106,1022.5,28696.333333333332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.006499999999995509
164,7,0.06209736281341139,0.0004916617310431964,708.7142857142857,201787.23809523808,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,False,0.020420000000001437
165,4,0.05409332986945509,0.00018152793988792423,1115.5,391.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,0.05127999999999844
166,11,0.05738229210334164,6.449461039955097e-05,744.4545454545455,95494.27272727274,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,True,0.036000000000001364
167,11,0.05176456058933165,0.00026360747966175884,615.0909090909091,37067.49090909091,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,False,0.12180000000000035
168,7,0.051952761360438186,0.0004607194407988483,701.5714285714286,2603.9523809523807,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.051600000000000534
169,14,0.05309205256435238,0.00039825441507333113,877.8571428571429,170175.5164835165,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,1,False,-0.041789999999998884
170,4,0.03549054469485397,1.386971688406813e-05,885.25,101883.58333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.10634999999999906
171,11,0.03280450146722797,7.812303998889952e-05,752.8181818181819,110769.96363636364,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,False,-0.048040000000000305
172,8,0.03841894254291962,0.0002196537901056107,845.5,200812.2857142857,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,-0.4912400000000048
173,8,0.04926859399017124,0.0007325240786641557,744.375,101149.41071428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.2117900000000077
174,3,0.03924736420514819,0.00033482985959550104,297.6666666666667,226326.33333333328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.09766000000000474
175,5,0.053344807430018834,0.00019507237194352903,633.8,78952.7,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,False,-0.008770000000005496
176,5,0.05440616137342772,0.0003472944187211919,338.2,146904.7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,False,-0.06670999999999339
177,3,0.05748504398403729,0.0010230274319988197,802.6666666666666,323030.3333333334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,-0.27240000000000464
178,7,0.02982955863387116,0.00020129573072961995,973.4285714285714,157828.9523809524,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.045009999999997774
179,14,0.05105625090849485,0.00027841049522837983,749.5714285714286,79855.4945054945,3,0,0,3,0,0,0,1,0,2,0,0,3,0,0,2,0,1,3,1,2,True,0.07479000000000724
180,5,0.053647355545452566,0.001214175027427396,1024.2,306134.7,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,True,0.5596900000000034
181,9,0.05792644791313363,0.00037958009275532487,687.0,198877.0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,3,0,0,0,False,-0.6633400000000051
182,19,0.04227483936834357,0.00016095719281607117,665.3684210526316,124800.57894736843,3,0,0,5,0,0,0,1,2,2,2,0,2,0,0,0,0,1,3,1,0,False,0.16005999999999432
183,12,0.0596937173908337,0.0018115315617238503,732.75,77677.29545454546,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,False,-0.0003299999999981651
184,7,0.038189257647593684,0.00015684572777998815,914.8571428571429,226859.14285714287,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,-0.19202999999999548
185,9,0.044680120465987835,0.00021865946634296208,881.5555555555555,150438.77777777778,0,0,0,3,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,False,0.026870000000002392
186,14,0.05564047727293814,0.00011042856740186373,898.8571428571429,152244.43956043955,0,0,0,1,2,0,0,1,1,5,0,0,4,0,0,0,2,1,0,0,0,True,-0.03181000000000722
187,1,0.06767552120542962,0.0,697.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,-0.14368999999999232
188,4,0.06708084367084496,0.0010549314317895152,893.0,88442.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.4443300000000008
189,3,0.06681947421214811,0.0005200171004725835,795.6666666666666,1209.3333333333333,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,-0.716940000000001
190,4,0.04137237232361282,0.00012186912745321523,939.5,17829.666666666668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.027430000000002508
191,10,0.04348222597475698,0.0005899454194068753,829.8,119655.06666666667,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,False,-0.10712999999999795
192,16,0.04603304756337815,0.0009541590794635891,824.6875,96840.7625,0,0,0,6,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,False,0.04549000000000092
193,9,0.04957375053822413,0.00021180803494606147,1241.6666666666667,63817.5,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,True,0.021929999999997563
194,2,0.061146922560671994,0.0020492485719607063,1079.0,161312.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.37791999999999604
195,16,0.04738071269294884,0.00022020199582874325,761.375,125248.51666666666,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,False,0.3057899999999947
196,8,0.042409506180857745,0.00046779753180499283,821.0,48638.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.04464999999999719
197,11,0.04117734466178968,0.0007851295038894337,725.2727272727273,89691.21818181819,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,False,0.07357999999999976
198,9,0.049859700903735454,0.00044074238010189456,654.3333333333334,254432.25,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,False,0.63035
199,8,0.04773217455781429,0.002265788358876304,894.25,76471.92857142857,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,0.05491999999999564
200,9,0.061629971206512084,0.0019635917704657357,1110.7777777777778,151610.44444444444,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.05188999999999311
201,4,0.027436351237254006,3.2456094721688225e-05,1175.25,85362.91666666667,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,True,-0.1722600000000014
202,9,0.04608341211250869,0.0004321681337964794,1044.4444444444443,125963.77777777777,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,0.23881000000000085
203,10,0.03243028945032582,0.0006549091565638405,544.9,70876.1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,False,-0.29778000000000304
204,15,0.040517092074213584,0.0011312110789203943,833.8,47675.31428571429,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,0.5163800000000052
205,12,0.07346579059412728,0.0016094141766501645,673.6666666666666,101725.69696969698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.06021000000000498
206,8,0.05096772098460739,0.0005833777517450728,917.5,42889.142857142855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.0
207,10,0.057100950401593374,0.0006177655759994245,890.3,178830.01111111112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,-0.06841000000000008
208,1,0.07801844515165292,0.0,1402.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.6692699999999974
209,3,0.05198252906410339,5.777492882256688e-05,600.0,131677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,-0.24483000000000033
210,8,0.03395649314801585,0.00012724822210795117,633.375,293737.6964285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.11231999999999687
211,10,0.04793682752051265,0.00018848557767957866,641.2,175926.17777777778,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,False,0.09013000000000204
212,15,0.03332719938227504,0.0005518174441115928,810.6666666666666,76749.80952380953,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.09852000000000061
213,14,0.03638154618865147,0.0001250912772764488,795.4285714285714,152461.34065934067,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,False,0.016559999999998354
214,12,0.03687632150563241,0.0007858700600537669,609.25,164334.38636363635,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.011869999999994718
215,11,0.04505083634946595,0.0002174213291202997,849.0,34228.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,True,0.006689999999991869
216,4,0.05661005390660517,0.0006727340297116115,790.0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.10605999999999227
217,6,0.03379446212465632,0.00033463670530844687,749.5,11959.9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.4964599999999919
218,5,0.05910079885692017,0.0003551893440730093,873.2,29444.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,-0.09675999999999618
219,5,0.043798034249096146,0.0008457478282129588,432.0,276340.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.11182999999999765
220,7,0.05290300831640054,0.0010432644567544456,905.7142857142857,80570.57142857142,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,-0.04843999999999937
221,4,0.0483136595873655,0.0002356487788412183,472.75,280564.9166666667,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.06522000000000361
222,13,0.06635283596704653,0.0010222858957465281,421.53846153846155,110141.9358974359,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True,0.15308999999999884
223,1,0.07384555432876534,0.0,998.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.2630499999999998
224,6,0.06009197318380926,0.0006680284354459625,731.8333333333334,116449.36666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.45038999999999874
225,8,0.03846427063713711,0.000256341739970459,790.5,175098.57142857142,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,False,0.1613800000000012
226,12,0.031653442589826296,0.00017696807056845424,689.0833333333334,184028.26515151517,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,False,0.3098799999999997
227,8,0.048728039553159706,5.660795134331161e-05,608.375,110815.98214285714,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,False,0.07283999999999935
228,3,0.054506469514263245,0.0004327008743308111,767.0,412083.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.0016800000000003479
229,11,0.023021013538646842,0.00027599876590031914,533.5454545454545,49708.07272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.041239999999994836
230,2,0.07560996730964906,0.001106304789407143,1098.5,544.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.6099900000000034
231,5,0.04192158645623607,0.0002608603607837834,927.4,49064.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0.099020000000003
232,3,0.047683351013545205,5.3055879261071144e-05,712.6666666666666,1417.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,False,0.2785999999999973
233,13,0.04428206127400775,0.0002007263116880928,735.0769230769231,171730.2435897436,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,False,0.36818999999999846
234,14,0.05362033265602143,0.00036817743171216506,853.0,136724.15384615384,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,False,-0.0609800000000007
235,3,0.03129397501677816,0.00012804263847271424,1374.3333333333333,160.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.00269999999999726
236,15,0.0398199865774718,0.0011517029117021022,738.0,666.4285714285714,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,True,0.11151999999999873
237,5,0.030676430473468852,2.8430661999463626e-05,1002.8,63309.700000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.04985999999999535
238,9,0.04934793694779406,0.0014960927519990386,756.5555555555555,196269.77777777778,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,False,0.2111799999999988
239,26,0.02972024187195973,0.00027342732944379475,697.9230769230769,141788.95384615386,1,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,False,0.3962799999999973
240,9,0.027869486359776676,9.817239818682918e-05,762.8888888888889,274261.6111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0.035290000000003374
241,11,0.04081619599252904,0.0008594129943417164,773.5454545454545,52466.07272727273,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,2,False,-0.049350000000004
242,13,0.0733365890458181,0.0021815770998726116,938.3846153846154,93951.42307692308,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,True,0.1487899999999982
243,11,0.0862663131936367,0.0010304130333703043,1027.4545454545455,140128.47272727272,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,True,0.07632000000000261
244,9,0.0883033371099228,0.002937758865658904,932.2222222222222,98439.94444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,-0.748429999999999
245,21,0.030622333148799342,0.00034248316934641095,734.2380952380952,219045.89047619049,1,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,False,-0.1298100000000062
246,12,0.04247355184631927,0.0007165961054012168,607.0,194345.63636363635,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,False,0.03616000000000241
247,8,0.03811179396419216,9.152324304907235e-05,1069.0,229702.85714285713,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,-0.2036499999999961
248,12,0.03145160853845987,0.00020161035213531075,793.0,253051.0909090909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.012260000000004823
249,32,0.034134591965967395,0.00037856319081326753,805.59375,212277.66834677418,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,True,0.04858000000000828
250,8,0.06239378342101275,0.0009996970717279607,746.625,81345.69642857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,-0.1409800000000061
251,2,0.11856205754367734,0.014682904761569516,376.5,173460.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.09700000000000131
252,4,0.05181610053906605,0.0019108364225118581,1170.75,100195.58333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.3055799999999991
253,13,0.044280395947928576,0.0004931685379442361,437.46153846153845,243270.9358974359,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,-0.11021999999999821
254,10,0.04446104219436686,0.0006316834570409637,592.2,34531.955555555556,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.7122700000000037
255,3,0.04199140525210538,0.0005947017453292546,129.66666666666666,102.33333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0.03282000000000096
256,12,0.038247665490391346,6.776963623264916e-05,936.25,63540.931818181816,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,True,-0.03240999999999872
257,11,0.04027201284783931,0.0003069251401716155,1064.8181818181818,62062.96363636364,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,True,-0.07863000000000397
258,3,0.05300816176311402,5.3309122966033014e-05,810.0,69825.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.5639499999999984
259,11,0.048426641553549386,0.000744947318019683,603.7272727272727,139309.21818181817,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0.2939700000000016
260,15,0.04082018142062306,0.00020487599427037112,851.3333333333334,192444.38095238095,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,False,0.10217999999999705
261,12,0.03342710159987876,0.00011534278890403464,567.1666666666666,194181.78787878787,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,False,-0.15827999999999776
262,13,0.043392568981969526,0.00012486904162899905,738.2307692307693,143178.52564102563,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.06694000000000244
263,14,0.032633328384935836,0.00022196000706650615,642.2857142857143,266804.0659340659,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,True,0.03160000000000451
264,2,0.03755331125110952,1.5178569680610498e-05,815.5,220.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0.48738999999999777
265,9,0.043792200981913255,0.0006066034209577307,678.4444444444445,171283.52777777778,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,0,False,-0.16130999999999318
266,9,0.03620113586340772,0.000483862190204825,1108.888888888889,72222.36111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0.08676999999999424
267,17,0.044527390744568254,0.00029309202426087966,850.1176470588235,160644.86029411765,3,0,0,2,0,0,0,3,0,1,0,0,2,0,0,0,0,0,3,2,0,False,-0.10666999999999405
268,7,0.055237646789572485,0.0008962006558224196,708.0,94174.66666666667,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,3,1,2,False,-0.12318000000000495
269,11,0.041515368007541804,0.00026228751087836266,688.0,228795.0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,False,0.017499999999998295
270,12,0.0598136902571208,0.0019779792635314705,1005.1666666666666,76526.33333333333,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,True,-0.008409999999997808
271,5,0.050759347058950875,0.0004332474957245917,434.2,153201.19999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,True,-0.363190000000003
272,4,0.05785894438310493,0.00014049323968183715,890.75,114778.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,-0.33325999999999567
273,8,0.04123740284903986,0.00013467348548302412,920.25,45620.5,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3,0,False,-0.08042000000000371
274,13,0.03757870747381691,0.0004810538488456372,984.0769230769231,66743.57692307692,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,2,0,1,1,0,False,0.39343000000000217
275,11,0.03486216323132605,0.0001760710485225914,694.9090909090909,147491.4909090909,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,-0.1651200000000017
276,15,0.03138237607614759,0.0002506904474949696,832.7333333333333,106747.06666666667,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,2,0,False,-0.01075999999999766
277,11,0.04917796855349624,0.0002797652295595992,943.1818181818181,244755.16363636364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,-0.024670000000000414
278,6,0.0622149516861149,0.0002398502002177628,843.5,991.5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,2,0,True,-0.0041399999999995885
279,4,0.06876677816024766,0.0012451627266972084,785.0,8886.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False,-0.021869999999999834
280,15,0.041790247739458615,0.0005038039115120557,1010.8666666666667,48985.69523809524,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,False,0.5146799999999985
281,15,0.045124952191263806,0.0008101878146591059,916.7333333333333,176096.9238095238,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,False,0.2183600000000041
282,14,0.04123812771195378,0.0006310170697394156,678.8571428571429,241067.05494505493,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,-0.142390000000006
283,20,0.05517958043774762,0.0004039314102097391,636.85,147696.5552631579,2,0,0,2,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,1,0,False,0.04692000000000007
284,5,0.056849819228854105,0.0007417483924678399,573.8,66551.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.09161000000000286
285,6,0.05428456481421345,0.0008767985033692162,453.0,162970.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,-0.09083999999999293
286,7,0.09529801723897978,0.007727319956385777,1097.142857142857,168812.47619047618,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,-0.14697999999999922
287,11,0.03708194827406362,0.0002217931355592592,607.2727272727273,112967.41818181818,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,False,0.03119999999999834
288,12,0.04140281656599771,0.000437784475151836,434.0,154124.18181818182,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,False,0.07726999999999862
289,4,0.057032214067675516,0.00026606009395435405,1027.25,235264.91666666666,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,False,0.1997700000000009
290,9,0.030579850812688374,0.0003109915848643043,540.7777777777778,42840.444444444445,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0.0539100000000019
291,4,0.04695246368340153,0.0006710418913885619,1078.25,149954.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,0.07213000000000136
292,8,0.13192166764088245,0.06107722175352615,362.625,131885.125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,True,0.08775999999999584
