,tweet_count,rt_avg,rt_var,time_avg,time_var,tag_obama_sum,tag_criminal_sum,tag_thanks_sum,tag_america_sum,tag_china_sum,tag_money_sum,tag_president_sum,tag_democrat_sum,tag_trump_sum,tag_vote_sum,tag_jobs_sum,is_weekend,prev_day_approval,approve_estimate
108,14,16050.357142857143,21240098.401098892,13:21:24.500000,17529.446185897435,0,0,0,3,0,0,2,1,1,0,1,False,41.157920000000004,42.56955
109,13,14799.23076923077,54408437.85897436,14:11:52.153846,108044.46244658121,1,0,0,1,0,0,0,0,0,0,0,False,41.129459999999995,42.55466
110,14,17942.785714285714,51133024.33516483,19:46:47,40855.78940170941,1,0,0,1,0,0,1,4,1,1,0,True,41.08303,42.63196
111,19,13791.78947368421,37978461.953216374,12:40:34.684210,158152.18589668616,3,0,0,2,1,0,1,3,0,0,0,True,40.63778,42.27202
112,38,14472.894736842105,105387213.82645804,04:00:04.342105,76666.82593507982,1,0,0,4,0,0,1,2,4,0,2,False,40.50564,42.27202
113,13,21670.30769230769,195937288.8974359,13:20:26,71900.03231481482,0,0,0,4,0,0,0,0,0,0,0,False,39.90671,42.27202
114,18,24464.222222222223,129497939.59477125,12:49:53.944445,178887.6476298112,0,0,0,5,1,1,0,3,0,0,0,False,39.6813,42.27202
115,16,16627.0625,60576171.129166655,17:36:29.437500,91573.2901099537,1,0,0,3,0,0,0,0,0,0,0,False,39.450359999999996,42.30627
116,19,16243.263157894737,64042753.64912282,13:45:13.947369,183914.00887264457,3,0,0,1,0,1,2,0,2,0,0,False,38.86071,42.18854
117,4,26801.75,213612064.25,05:19:48,121153.62685185186,0,0,0,0,0,0,1,0,0,0,0,True,38.80148,42.312490000000004
118,9,13075.555555555555,73454828.27777778,20:40:26.333333,56803.25298611111,0,0,0,0,4,0,0,0,0,0,0,True,38.83015,42.3288
119,6,35025.5,409001262.7,11:05:55.166667,342308.6741574074,0,0,0,1,1,0,2,1,0,0,0,False,38.78198,42.3429
120,11,32160.545454545456,320382491.4727273,08:29:54.636364,229214.25334848484,0,0,0,2,0,0,0,0,0,0,0,False,39.14797,42.29902
121,45,11366.822222222223,40230537.42222222,14:40:08.755556,102788.16721156004,2,0,0,10,0,0,1,8,3,0,0,False,38.99393,42.23874
122,13,14722.923076923076,32571980.9102564,15:58:07.230769,59701.20922008547,1,0,0,4,0,1,1,0,0,0,0,False,39.05955,42.28614
123,15,16577.266666666666,124379154.63809524,10:30:26.866667,59319.97717724867,0,0,0,2,1,1,0,2,1,0,0,False,39.28042,42.47824
124,3,24878.333333333332,53700894.333333336,13:26:57,5907.545277777778,0,0,0,1,0,0,0,1,0,0,0,True,39.27729,42.5964
125,20,17708.9,110520999.4631579,14:40:00,117572.95187134502,2,0,0,1,0,0,2,2,0,0,0,True,39.3673,42.60138
126,7,33091.857142857145,453617763.80952376,13:49:01,25811.150370370367,1,0,0,2,0,0,0,0,0,0,0,False,39.3634,42.61736
127,6,23033.833333333332,351317544.5666667,13:48:51.500000,197971.93119444442,0,0,0,0,0,0,0,0,0,0,0,False,39.21078,42.477779999999996
128,15,20234.666666666668,33374110.95238095,12:18:58.733333,235775.60585185184,2,0,0,2,0,0,0,5,0,1,0,False,39.14719,42.492470000000004
129,16,16984.8125,60815165.89583335,10:41:09.750000,186937.6166851852,1,0,0,2,2,0,0,1,0,1,0,False,39.113640000000004,42.46444
130,9,15292.777777777777,34353769.19444443,10:05:30.222222,257990.72331790123,0,0,0,1,0,0,0,0,0,0,0,False,39.10624,42.46795
131,24,17342.5,141447062.08695656,10:39:12.791667,260695.22584490743,1,0,0,2,0,0,0,4,3,0,0,True,38.9981,42.63055
132,37,11030.702702702703,56754785.43693693,13:18:09.189189,43408.920799966625,2,0,0,5,0,0,0,1,5,0,0,True,38.890209999999996,42.38241
133,14,13634.714285714286,32115887.450549457,17:24:54.642857,136880.27669261294,0,0,0,3,0,0,0,3,1,0,0,False,38.998259999999995,42.38241
134,37,12727.702702702703,43645952.21471471,09:26:12.621622,155250.38156406407,3,0,0,6,2,0,1,4,2,0,0,False,38.60328,42.27949
135,9,18255.222222222223,107045950.44444445,10:20:59.111111,66276.01690586419,1,0,0,2,0,0,0,0,0,0,0,False,38.28024,42.08207
136,21,13284.285714285714,24854110.914285712,12:13:11,90207.09952777778,0,0,0,2,1,0,0,3,4,0,0,False,38.24259,41.9846
137,17,20395.882352941175,97361734.11029412,13:45:47.117647,75027.68020424836,1,0,0,2,0,1,0,3,1,2,0,False,38.04195,42.05388
138,29,18306.241379310344,192136177.8325123,16:01:45,254986.14652777778,2,0,0,4,0,1,0,3,5,0,0,True,38.12778,41.593990000000005
139,13,21643.30769230769,236637661.89743587,10:26:26.846154,235115.32054843305,0,0,0,2,0,0,0,1,0,0,0,True,38.09373,41.593990000000005
140,16,16125.75,53616353.13333333,14:40:06.875000,71232.28806944445,0,0,0,1,1,1,0,1,1,0,0,False,38.29467,41.58097
141,11,17564.18181818182,16466964.763636362,13:15:53.181818,124909.26432323232,0,0,0,2,0,0,0,0,2,0,0,False,38.255340000000004,41.47568
142,15,19909.466666666667,54945112.12380952,08:40:26.333333,149112.78871693122,1,0,0,2,0,0,1,3,0,0,0,False,38.3791,41.59452
143,7,15067.714285714286,76187139.57142855,16:02:01.857143,93301.9668915344,0,0,0,0,0,0,0,1,1,0,0,False,38.38903,41.54452
144,21,19131.571428571428,113218434.25714286,14:23:33.809524,171360.93496164022,0,0,0,4,1,0,0,0,2,0,0,False,38.66948,41.593059999999994
145,15,21709.133333333335,41955710.83809524,13:08:06.200000,136860.9171111111,1,0,0,4,0,0,0,5,1,1,0,True,38.7223,41.53774
146,22,11204.954545454546,39123135.47402597,22:13:55.818182,16350.53006974507,1,0,0,1,1,0,0,0,3,0,0,True,38.732209999999995,41.16404
147,15,21751.133333333335,85407918.40952381,13:32:09.866667,153341.56654232804,0,0,0,2,0,0,0,1,0,0,0,False,38.71433,41.16404
148,20,20530.25,111910133.46052632,14:22:03.500000,185377.03861111111,2,0,0,0,0,0,0,2,2,1,0,False,38.62213,41.2495
149,8,28601.75,279271537.0714286,09:44:16.375000,191707.09634424603,0,0,0,0,0,0,0,0,1,0,0,False,38.40358,41.17459
150,9,17068.11111111111,81627679.3611111,13:11:24.222222,237990.6872067901,1,0,0,0,0,0,1,0,1,0,0,False,38.74978,41.11877
151,18,17518.555555555555,45771178.849673204,13:11:57.222222,175669.42635802468,1,0,0,4,0,0,0,0,2,2,0,False,39.77451,41.1946
152,12,28449.833333333332,502930556.1515152,07:39:32.916667,141595.52573021885,1,0,0,0,0,0,3,1,1,0,0,True,39.66325,41.22525
153,20,17685.9,64574798.19999999,14:46:19.250000,202483.57210160818,1,0,0,2,1,0,1,3,2,0,0,True,39.58413,41.22525
154,28,18962.821428571428,113525406.00396824,07:37:32.392857,247868.58013043797,0,0,0,4,0,0,0,2,4,0,0,False,39.46778,41.22525
155,14,20898.714285714286,105902783.75824174,11:42:38.785714,152502.26722985346,0,0,0,0,0,0,0,5,1,0,0,False,38.71787,41.22968
156,35,15388.2,44330523.10588235,11:06:40.714286,85706.19012371617,1,0,0,6,0,0,0,8,4,1,0,False,39.3798,41.145579999999995
157,16,16007.8125,16763285.495833332,14:00:26,244329.67970370367,0,0,0,2,0,0,1,2,0,3,0,False,39.935159999999996,41.18523
158,19,13782.21052631579,33898997.397660814,11:59:34.315790,128051.23679174788,2,0,0,1,1,4,1,1,2,0,0,False,39.60293,41.81188
159,18,20532.88888888889,181055147.63398692,15:39:21.333333,149428.5624509804,2,0,0,2,0,0,1,1,1,0,0,True,39.58723,41.93738
160,14,19935.714285714286,203162432.83516476,20:57:41.500000,8081.8796047008545,0,0,0,3,0,0,0,1,1,0,0,True,39.51341,41.93738
161,15,24122.266666666666,122906190.20952381,13:13:37.866667,50927.686978835976,0,0,0,2,0,0,0,2,2,1,0,False,39.529990000000005,41.97104
162,10,17682.8,60167331.95555556,14:22:03.700000,196963.28012654322,0,0,0,2,0,0,0,0,1,0,0,False,39.41248,42.03411
163,8,22562.0,26836282.285714287,13:11:51.375000,196784.5418204365,0,0,0,2,0,0,0,0,1,0,0,False,39.03904,42.16721
164,16,15965.0,21551314.799999997,13:14:55.750000,46002.029129629635,0,0,0,6,9,2,0,0,0,0,0,False,39.00697,42.27468
165,29,16065.172413793103,21094030.00492611,13:29:47.724138,153328.06960112203,3,0,0,6,9,0,1,3,6,0,0,False,39.01347,42.394729999999996
166,29,16309.379310344828,49548630.45812808,16:31:36.413793,128430.63975232623,3,0,0,7,4,1,1,5,2,0,0,True,39.03389,42.41223
167,71,11280.140845070422,129076424.7798793,12:42:46.619718,50552.94824100157,8,0,0,3,10,0,0,5,9,0,0,True,39.08517,42.41223
168,41,10418.219512195123,56254421.17560975,10:27:00.560976,116192.23694512196,1,0,0,0,17,0,0,3,1,1,0,False,39.12117,42.415409999999994
169,6,18934.833333333332,16446443.766666666,12:48:30.333333,437990.1005185185,0,0,0,3,0,0,0,1,0,1,0,False,39.24297,42.42705
170,38,16256.868421052632,34558801.36059744,11:13:14.500000,174948.10191816816,2,0,0,4,2,3,0,4,3,1,1,False,39.29457,42.44097
171,3,19282.666666666668,61745584.33333333,16:47:56.333333,15502.73175925926,0,0,0,0,0,0,0,1,0,1,0,False,39.25278,42.88278
172,14,23684.64285714286,39702077.63186814,09:25:00.357143,163899.7126755189,0,0,0,1,1,2,0,3,1,0,0,False,39.14643,42.73124
173,30,13201.766666666666,32327443.6333333,14:06:17.500000,160984.03419061302,2,0,0,5,4,0,1,1,4,0,0,True,39.09839,42.66097
174,23,19524.782608695652,121719885.63241109,12:38:05.347826,46270.496959815544,0,0,0,3,0,0,0,1,3,0,0,True,38.60715,42.32113
175,21,21106.428571428572,135978154.55714288,14:37:55.523809,202793.5137116402,0,0,0,5,1,0,0,1,2,1,1,False,38.818940000000005,42.32113
176,24,15316.5,41215934.52173912,06:10:59.958333,195188.95010819242,4,0,0,2,0,1,0,1,1,0,0,False,38.72128,41.777609999999996
177,68,5100.044117647059,50188488.938323095,10:16:07.544117,1084.855700114623,10,0,0,2,0,0,2,3,16,13,0,False,38.712509999999995,41.536640000000006
178,11,24470.18181818182,207885398.36363634,16:00:55.181818,205234.02160101008,0,0,0,0,1,0,0,1,0,1,0,False,38.6458,41.06827
179,11,20145.81818181818,18740903.76363636,15:31:34.636364,48857.09095959595,2,0,0,0,0,0,0,2,2,0,0,False,38.3734,41.2266
180,8,19886.375,15282567.410714284,04:11:43.875000,47243.121145833335,1,0,0,1,0,0,0,1,0,0,0,True,38.418409999999994,41.1721
181,10,13724.3,86984509.34444445,19:07:36.700000,53285.813398148144,0,0,0,1,0,0,0,0,0,0,0,True,38.4932,41.1721
182,12,20685.0,35094878.00000001,15:00:01.916667,119950.47451809766,1,0,0,3,0,3,0,0,1,0,0,False,39.052890000000005,41.14526
183,21,18080.666666666668,52297429.43333333,14:08:29.952381,12434.969429894181,3,0,0,1,0,0,0,6,2,0,0,False,38.38955,41.37328
184,17,22166.529411764706,65640850.63970587,14:08:10.352941,86051.77034517974,1,0,0,5,0,1,0,1,4,0,0,False,38.549609999999994,41.3476
185,19,21512.263157894737,39110900.5380117,12:11:54.684210,91148.52509421702,1,0,0,2,0,0,0,1,0,0,0,False,38.549279999999996,41.304629999999996
186,42,14568.47619047619,116595534.20673636,21:03:53.190476,46109.73173764356,5,0,0,3,0,0,1,3,2,0,0,False,38.35725,41.28224
187,13,26362.384615384617,242852050.92307687,10:09:44.923077,129190.45483618233,0,0,0,1,0,1,0,4,2,0,0,True,38.38412,41.59775
188,17,17607.29411764706,74145817.34558822,19:17:11.588235,79102.98267565359,1,0,0,0,0,0,1,2,2,0,0,True,38.352309999999996,41.59775
189,16,20928.625,91686815.31666665,16:50:02.500000,258237.79174074074,0,0,0,2,0,1,0,2,3,0,0,False,38.20862,41.58872
190,20,24920.2,575286726.905263,15:08:30.200000,120503.86346783626,3,0,0,3,0,0,1,1,2,1,0,False,37.76429,41.95035
191,11,21518.545454545456,109187584.87272725,09:43:12.545455,233300.2282979798,1,0,0,1,0,0,0,1,6,0,0,False,37.04735,41.95601
192,6,19995.333333333332,18853560.666666668,16:44:49.666667,51725.80640740741,0,0,0,0,0,0,0,0,0,0,0,False,37.01992,42.118320000000004
193,21,23979.904761904763,70619436.39047618,12:17:13.904762,167589.3987473545,5,0,0,0,0,0,1,2,4,0,0,False,36.91279,41.94808
194,9,23870.333333333332,132356293.99999999,10:12:20.777778,289452.09165123454,0,0,0,2,0,0,0,2,0,0,0,True,36.95828,42.18553
195,17,21705.29411764706,225849350.97058818,10:08:40.882353,274528.7042667484,0,0,0,0,0,0,1,3,0,0,0,True,36.98021,42.12738
196,14,23489.285714285714,586349387.6043956,11:20:18.928571,287018.3883104396,1,0,0,1,0,1,0,3,3,0,0,False,36.60229,42.12738
197,11,20615.363636363636,45299082.45454545,13:07:15.090909,314464.27235858585,0,0,0,1,0,0,0,2,1,0,0,False,36.90808,41.876290000000004
198,12,20153.833333333332,62644184.51515151,09:20:26.250000,297179.2025820707,1,0,0,1,0,0,0,2,4,0,0,False,36.86343,41.85086
199,17,18439.117647058825,60658717.235294126,12:19:06.588235,128885.50448120915,0,0,0,2,0,0,0,1,0,0,0,False,36.93701,41.98899
200,10,19500.5,35106430.722222224,11:28:40,163972.45685185184,0,0,0,2,0,0,1,4,1,0,0,False,37.56736,42.31174
201,6,21552.166666666668,51721204.166666664,19:35:38.666667,32651.688851851854,0,0,0,1,0,0,0,1,1,0,0,True,37.622279999999996,42.138690000000004
202,21,16846.190476190477,65788063.661904775,16:04:32.047619,87092.27787433863,0,0,0,2,0,0,0,5,2,1,0,True,37.57039,42.17388
203,20,15970.25,21568324.61842105,17:14:52.150000,112509.39869225146,0,0,0,4,0,0,0,2,0,1,1,False,37.39813,42.23625
204,10,28807.3,323770764.23333335,17:36:50.100000,105355.50792901234,0,0,0,2,1,0,0,4,2,0,0,False,37.63694,42.1402
205,4,23505.25,17176276.250000004,14:29:37.250000,11389.920810185184,0,0,0,1,0,0,0,0,0,2,0,False,37.33916,42.15228
206,17,19510.823529411766,42381044.15441176,10:14:18.411765,135664.73149509804,1,0,0,4,0,5,0,4,1,1,0,False,37.855540000000005,41.921929999999996
207,8,26232.25,58296080.21428572,13:23:19.875000,9802.1578125,0,0,0,2,0,0,0,5,1,0,0,False,37.79533,42.13772
208,3,30123.333333333332,81894462.33333334,20:54:09.666667,21173.223425925924,0,0,0,0,0,0,0,1,1,0,0,True,37.79533,42.13171
209,5,26103.2,105419508.7,15:50:51.600000,228832.58744444442,0,0,0,3,0,0,0,1,2,1,0,True,37.72692,41.94569
210,13,26581.846153846152,26393557.641025644,13:29:53.846154,254386.55314102568,0,0,0,4,0,1,0,3,0,0,0,False,37.05765,41.94569
211,13,26341.384615384617,70824404.0897436,13:05:57.769231,95120.18713675214,0,0,0,0,0,1,0,0,0,0,0,False,36.81282,41.881370000000004
212,11,20166.727272727272,62825106.81818183,13:22:38.909091,346103.929969697,0,0,0,1,0,0,1,1,0,0,0,False,36.92514,41.889990000000004
213,16,18899.4375,175537816.12916663,09:41:53.437500,228681.67496180555,2,0,0,0,0,0,0,3,1,1,0,False,37.01527,41.903659999999995
214,9,41686.666666666664,867615878.2499999,12:34:59.111111,41360.77336419753,0,0,0,3,0,0,0,0,1,0,0,False,36.91675,42.33524
215,3,79058.33333333333,268777825.3333333,14:55:40.666667,90119.28009259258,0,0,0,2,0,0,0,0,0,0,0,True,36.93331,42.149770000000004
216,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,True,36.921440000000004,41.88325
217,15,18610.333333333332,49577383.23809523,11:26:03,132281.5363888889,0,0,0,1,0,0,0,0,1,0,0,False,36.928129999999996,41.88325
218,7,26016.0,88758262.00000001,09:18:20.857143,330652.24587301584,1,0,0,2,0,0,0,0,0,0,0,False,36.822070000000004,41.64378
219,11,24985.81818181818,44244819.163636364,12:00:16.454545,325839.86874242424,0,0,0,0,0,0,0,1,0,3,0,False,37.318529999999996,41.412620000000004
220,11,26150.909090909092,80451734.0909091,12:21:31.454545,193535.70874242426,0,0,0,1,0,0,0,1,0,0,0,False,37.22177,41.53641
221,13,24439.69230769231,139760440.73076925,15:11:37.692307,112524.03256410256,1,0,0,2,1,0,1,0,0,0,0,False,37.3336,41.58909
222,31,16292.516129032258,86393041.2580645,18:23:24.290323,63633.2775776583,3,0,0,0,0,0,0,6,7,1,0,True,37.28516,41.43812
223,20,19897.35,60832154.66052633,19:12:10.750000,18491.504937865495,2,0,0,1,1,0,0,0,1,2,0,True,37.35038,41.46376
224,13,21669.76923076923,66595204.02564102,13:57:40.769231,129063.05241452991,2,0,0,0,0,0,0,2,1,1,0,False,37.50347,41.413540000000005
225,13,22783.846153846152,70420396.3076923,13:01:34.230769,76916.74097934473,0,0,0,1,0,0,2,4,1,4,0,False,37.76652,41.64219
226,36,16741.444444444445,129282565.96825393,09:29:47.944445,146797.36739594355,4,0,0,5,0,0,2,1,1,3,0,False,38.21691,41.71772
227,6,23977.166666666668,40407346.966666676,15:16:35.166667,50759.73260185184,1,0,0,0,0,0,0,1,0,0,0,False,38.37829,41.73809
228,15,14351.133333333333,64441876.4095238,05:46:31.933333,151799.41652645502,1,0,0,1,0,1,0,0,1,1,0,False,38.68817,41.73955
229,11,18350.454545454544,66718783.07272726,09:17:10.272727,203751.6888939394,1,0,0,2,0,0,0,0,5,0,0,True,38.76101,41.76654
230,11,23706.18181818182,45776288.76363639,19:10:23.636364,147261.26662626263,0,0,0,1,0,1,0,3,0,1,0,True,38.75933,41.76654
231,34,12656.558823529413,31692640.254010692,18:48:57.735294,52155.48020721925,1,0,0,2,0,0,0,4,5,0,1,False,38.718090000000004,41.76988
232,5,28158.2,93490363.7,10:22:07.600000,358116.25605555554,0,0,0,0,0,0,0,2,0,0,0,False,38.1081,41.93483
233,13,19279.30769230769,94017210.73076923,09:35:05,229940.60611111112,2,0,0,1,0,1,2,2,1,1,0,False,38.20712,41.81863
234,18,21345.88888888889,107680682.69281045,10:59:03.333333,213014.97934640525,2,0,0,3,0,0,0,1,0,0,0,False,38.48572,41.49785
235,16,17867.3125,30638751.829166673,07:54:51.750000,279339.3157592593,0,0,0,2,0,1,0,4,4,0,0,False,38.85391,42.13333
236,9,21105.222222222223,12434267.694444448,10:32:18.888889,311659.1451697531,0,0,0,0,0,0,1,2,1,0,0,True,38.79293,42.26125
237,9,17211.555555555555,144858182.0277778,14:44:02.333333,2931.876458333333,0,0,0,1,0,0,0,0,1,0,0,True,38.79023,41.960229999999996
238,15,19659.4,39275283.82857142,12:11:11.733333,214877.9403756614,1,0,0,0,1,0,0,1,2,0,0,False,38.90175,41.958079999999995
239,2,19524.5,111885840.5,10:17:40,116.53555555555556,0,0,0,0,0,0,0,0,0,0,0,False,38.851890000000004,42.27412
240,14,30147.285714285714,237878867.7582418,10:14:42.928571,80795.50852411478,1,0,0,1,1,0,0,2,1,2,0,False,39.06307,42.235
241,4,41730.5,440709313.6666667,04:43:34,175913.05907407406,0,0,0,1,1,0,0,1,0,2,0,False,39.45935,42.25564
242,17,21890.176470588234,72249177.65441176,15:07:07.411765,43411.69975898693,1,0,0,5,1,0,1,1,0,1,0,False,39.494640000000004,42.62473
243,19,21178.315789473683,121407297.6725146,10:05:48.052631,185479.23405782974,2,0,0,3,5,0,3,1,0,0,0,True,39.44529,42.70221
244,5,33116.4,263085142.29999998,18:18:15.400000,9694.197583333334,0,0,0,0,0,0,0,0,1,0,0,True,39.59408,42.69892
245,8,23917.25,41395059.07142858,14:38:00.625000,287818.2270585317,0,0,0,1,0,0,0,0,1,0,0,False,39.6704,42.69892
246,5,32157.2,196596139.7,15:42:36.200000,25489.675750000002,0,0,0,2,0,0,0,0,0,0,0,False,38.92197,42.45333
247,10,29823.5,101191491.3888889,13:30:55.100000,67114.05385493828,0,0,0,0,0,0,0,0,0,0,0,False,38.792159999999996,42.02028
248,16,20971.0,63888468.8,09:11:38,122712.63014814815,1,0,0,1,0,1,0,3,0,0,0,False,38.82832,41.94509
249,12,24750.833333333332,100372398.5151515,15:02:30.833333,157783.51776936027,0,0,0,2,0,0,1,0,1,0,0,False,38.62467,41.84088
250,20,26484.65,224018376.9763159,11:01:04.500000,252484.54852339183,3,0,0,1,2,0,1,2,0,0,0,True,38.61241,41.84582
251,2,32472.5,236509500.5,18:11:55,15623.227222222222,0,0,0,0,0,0,0,0,0,0,0,True,38.660990000000005,41.77002
252,6,26221.0,177572333.6,11:11:12.666667,304733.0984074074,0,0,0,2,0,0,0,0,2,1,0,False,38.52001,41.65232
253,9,24392.444444444445,268399245.2777778,09:29:34,244470.35076388888,1,0,0,2,0,1,0,0,0,0,0,False,38.61701,41.50784
254,9,22960.444444444445,71314628.77777779,09:27:28.555555,246022.9864660494,0,0,0,3,0,0,0,0,2,0,0,False,38.92259,41.47137
255,8,24162.625,23038898.839285713,13:09:08.750000,343548.21315476194,0,0,0,3,0,2,0,0,1,0,0,False,38.81237,40.46846
256,9,24465.666666666668,35948655.0,16:44:23.444445,48387.02278549382,0,0,0,0,0,0,0,2,0,1,0,False,38.1001,40.36388
257,14,23235.571428571428,57930839.34065934,19:09:07.142857,42994.13973748474,0,0,0,2,0,1,2,2,1,0,0,True,38.13292,40.221790000000006
258,16,21987.5625,114100733.06250003,16:35:09.875000,184245.18777314815,1,0,0,2,0,0,2,4,2,0,0,True,38.10051,40.2227
259,10,24354.8,60280459.95555556,11:40:07.400000,238305.2395185185,1,0,0,2,0,0,1,1,4,0,0,False,38.021879999999996,40.2227
260,6,25746.5,74753982.3,14:29:32.333333,81386.40174074074,1,0,0,0,0,0,0,1,0,0,0,False,37.45793,40.06154
261,4,30591.25,73117072.25,11:50:45.750000,324623.7459953703,0,0,0,0,0,0,0,0,0,0,0,False,37.7519,39.96864
262,4,23782.75,65615598.25,17:07:31,38714.52685185185,0,0,0,0,0,0,0,0,0,0,0,False,37.854079999999996,39.93347
263,1,20332.0,0.0,20:13:35,-1.0,0,0,0,0,0,0,0,0,0,0,0,False,37.6958,39.78125
264,6,22293.0,158749994.0,11:55:46.333333,424702.9777407407,0,0,0,0,0,0,0,1,0,0,0,True,37.628859999999996,39.53487
265,1,23415.0,0.0,18:10:12,-1.0,0,0,0,0,0,0,0,0,1,0,0,True,37.66046,39.5565
266,12,23735.166666666668,20312693.606060613,12:08:32.166667,194806.17110269357,0,0,0,1,0,1,0,0,1,0,1,False,38.14785,39.50685
267,17,20832.647058823528,55074975.11764706,14:50:24.117647,38224.21187091504,0,0,0,0,3,1,0,3,0,0,0,False,37.986540000000005,39.50443
268,12,22375.833333333332,16677669.060606062,13:55:28.666667,106428.00936026935,0,0,0,1,0,0,0,1,0,0,0,False,38.07331,39.51259
269,3,39574.0,207422757.0,06:20:15.333333,149034.47287037037,0,0,0,1,0,0,0,0,0,0,0,False,37.966640000000005,39.78958
270,7,28956.85714285714,309619899.4761904,08:12:21.285714,159534.35673280424,0,0,0,2,0,0,2,0,1,0,1,False,37.84346,39.76567
271,12,28471.916666666668,109380614.99242425,12:09:32.583333,148328.14790193603,1,0,0,1,0,1,0,0,1,1,0,True,37.86096,39.42558
272,10,32889.9,89206978.76666665,14:26:34.700000,116723.98525000001,0,0,0,1,0,0,0,2,0,1,0,True,37.85255,39.2754
273,4,27599.0,96971390.0,10:38:25.250000,264363.47599537036,0,0,0,0,0,0,0,0,1,0,0,False,37.48936,39.2754
274,10,24233.9,74682777.65555552,11:21:22.700000,56755.71099074074,1,0,0,1,0,0,0,0,1,0,0,False,37.1561,39.53005
275,8,37978.5,399873692.85714287,12:15:34.500000,197712.43944444443,0,0,0,0,0,0,0,0,2,0,0,False,37.07568,39.52579
276,13,29086.615384615383,81795793.92307693,12:38:54.076923,62336.004326923074,2,0,0,1,0,0,0,1,2,1,0,False,37.46911,40.160709999999995
277,25,20546.24,124936851.10666664,07:53:59.600000,285512.6635648148,0,0,0,4,1,0,0,3,3,0,0,False,37.30399,39.972429999999996
278,25,18189.88,90129799.61000001,18:20:18.520000,54358.5803962963,2,0,0,2,0,1,3,2,4,1,0,True,37.29323,40.04978
279,25,22811.6,142826022.16666666,05:44:33.040000,139549.42477962963,2,0,0,1,0,0,0,1,2,0,0,True,37.26856,40.00951
280,15,28617.066666666666,50312094.352380954,11:14:15.400000,182455.49435714286,0,0,0,2,0,0,0,3,1,0,0,False,37.26442,40.00951
281,3,31582.333333333332,156594377.33333334,14:52:47.666667,1897.4070370370368,0,0,0,0,0,0,0,0,0,0,0,False,37.24255,39.937940000000005
282,2,45178.0,7730312.0,12:41:12.500000,132.57347222222222,0,0,0,0,0,0,0,1,0,0,0,False,37.75723,40.18261
283,19,22054.0,79560593.8888889,13:13:20.631579,3416.058802794022,2,0,0,0,0,0,0,1,3,0,0,False,37.975590000000004,40.8077
284,25,19164.16,71208255.55666666,12:39:12.560000,165021.1617148148,0,0,0,4,1,0,0,2,4,0,0,False,37.8332,40.72627
285,9,26532.88888888889,17413190.111111112,16:13:31.666667,154285.06083333332,0,0,0,0,0,0,0,2,0,0,0,True,37.88012,40.50577
286,13,26248.23076923077,33435433.02564102,14:27:34.923077,12425.40715099715,3,0,0,2,0,0,2,6,0,0,0,True,37.788509999999995,40.99324
287,14,25903.35714285714,85064519.78571428,14:06:41.285714,274522.53155677655,0,0,0,2,0,0,0,1,1,0,0,False,37.69767,40.98552
288,17,27474.470588235294,122735397.76470588,10:20:06.294117,157611.1486376634,2,0,0,2,0,0,0,1,2,0,0,False,37.55069,40.99633
289,7,32066.714285714286,214716389.57142857,13:00:40,177512.7589814815,0,0,0,1,0,2,0,0,0,0,0,False,37.58189,41.0979
290,5,23959.0,26650146.0,11:36:43.600000,69566.83605555556,0,0,0,0,1,0,0,0,0,0,0,False,37.65916,41.07297
291,6,29730.333333333332,68070671.86666667,14:29:07,17388.78988888889,0,0,0,1,0,0,1,0,1,0,0,False,37.85893,41.25354
292,12,33456.416666666664,282652268.0833333,09:15:23.666667,181946.682037037,1,0,0,1,0,0,0,1,1,1,0,True,37.91284,41.392379999999996
293,12,22937.833333333332,43779997.06060606,14:32:20.083333,93888.05608375421,2,0,0,0,0,1,0,3,0,0,0,True,37.984970000000004,41.392379999999996
294,7,28025.571428571428,166269334.95238096,12:17:32.428571,244018.6163756614,0,0,0,0,1,0,0,1,2,0,0,False,38.07273,41.393609999999995
295,9,29003.444444444445,143071284.0277778,11:26:08.222222,217649.48380401233,1,0,0,1,1,0,0,3,2,0,0,False,38.05358,41.41052
296,3,32485.0,17177007.0,09:04:25,188370.04861111112,0,0,0,1,0,0,0,1,0,0,0,False,38.08255,41.37045
297,20,26701.4,170244489.7263158,14:00:41.850000,198395.5884875731,1,0,0,0,0,1,1,4,3,0,0,False,38.125820000000004,41.44894
298,12,21184.666666666668,71598794.06060608,15:56:56.500000,44845.53204545455,0,0,0,1,0,0,0,3,1,2,0,False,38.07958,41.45969
299,5,39034.8,210705096.20000002,12:08:18.400000,263890.10202777776,2,0,0,2,0,0,0,2,2,0,0,True,38.19148,41.42773
300,7,29952.571428571428,7991036.952380951,17:53:49.142857,15457.862632275133,0,0,0,1,1,0,0,4,0,1,0,True,38.1493,41.41588
301,5,29256.0,65729462.50000001,13:09:07.600000,3568.8381388888893,0,0,0,0,0,3,0,1,0,0,0,False,38.115390000000005,41.47333
302,12,25659.75,190838804.75,19:30:47.166667,47955.989132996634,0,0,0,2,0,0,0,5,1,1,0,False,38.168409999999994,41.492309999999996
303,1,50441.0,0.0,20:35:25,-1.0,0,0,0,0,0,0,0,0,0,0,0,False,38.41062,41.411609999999996
304,3,53514.666666666664,1077899361.3333333,12:55:30.666667,390676.50814814813,0,0,0,1,0,0,0,0,0,0,0,False,38.42519,41.898309999999995
