,tweet_count,rt_avg,rt_var,time_avg,time_var,tag_obama_sum,tag_criminal_sum,tag_thanks_sum,tag_america_sum,tag_china_sum,tag_money_sum,tag_president_sum,tag_democrat_sum,tag_trump_sum,tag_vote_sum,tag_jobs_sum,is_weekend,prev_day_approval,approve_estimate
65,24,14039.5,21435069.391304344,16:14:11.208333,74300.6610622987,0,0,0,5,1,2,0,1,1,0,0,False,41.20364,41.93464
66,35,17263.85714285714,300095081.42016804,13:39:36.685714,83075.16141783379,1,0,0,4,0,0,0,1,1,1,0,False,40.636179999999996,41.96317
67,19,21403.684210526317,410760043.33918124,12:04:18.578948,171274.847417154,2,0,0,3,0,0,0,3,4,1,0,False,40.481790000000004,42.15096
68,14,19959.785714285714,105741667.10439557,17:48:53.357143,56178.947034493285,0,0,0,3,2,1,0,2,0,0,0,True,40.54905,42.14217
69,34,12674.558823529413,111112610.01158646,19:47:28.588235,118035.86146662706,1,0,0,2,0,0,1,0,3,0,0,True,40.448479999999996,42.12044
70,25,16833.36,90970881.15666665,16:08:42.680000,173144.52628981482,2,0,0,3,0,1,1,1,0,0,0,False,39.84783,42.12044
71,33,14976.515151515152,45437926.820075765,14:31:17.272727,39847.4047790404,3,0,0,1,5,0,0,3,3,0,0,False,40.01525,42.190740000000005
72,25,15362.72,48668544.71,11:53:35.880000,323026.13417407405,1,0,0,3,4,2,0,2,2,0,0,False,40.66016,41.72423
73,39,13927.923076923076,85141507.33603236,17:05:23.230769,33567.22200967162,0,0,0,4,2,1,1,3,2,0,1,False,40.41075,41.83497
74,19,13727.526315789473,28525036.929824557,15:14:06.105263,226447.17984243017,2,0,0,4,0,0,0,2,1,0,0,False,40.38835,42.04562
75,5,19617.2,36818050.7,14:04:27.600000,382398.778,0,0,0,1,0,0,0,0,0,0,0,True,40.40128,42.1351
76,11,31536.363636363636,226494083.05454555,18:25:09.818182,95218.98398989899,3,0,0,3,1,0,1,3,0,0,0,True,40.41701,42.110659999999996
77,9,21203.222222222223,93471671.19444445,13:25:47.888889,96966.47669753086,0,0,0,0,0,0,0,0,0,0,0,False,40.877309999999994,42.09775
78,18,17980.666666666668,39160220.0,11:40:10.388889,323345.99562545394,0,0,0,1,0,0,0,0,1,0,1,False,41.513259999999995,42.13394
79,21,19399.47619047619,32948288.861904763,14:03:18.714286,122655.69192063493,2,0,0,2,2,2,0,2,3,0,0,False,41.64417,42.064370000000004
80,18,16854.944444444445,47333568.40849673,12:00:33,116035.84738562092,3,0,0,3,4,1,0,0,4,0,0,False,41.44421,42.30338
81,11,22345.0,74610051.79999998,14:19:26.363636,28720.841404040406,0,0,0,3,3,0,0,1,0,0,0,False,41.27088,42.40977
82,9,20979.0,30686199.500000004,10:35:59.888889,226152.19683641978,0,0,0,4,0,0,0,0,0,0,0,True,41.23275,42.39501
83,15,14602.266666666666,38742936.78095238,16:15:45.866667,65775.9442010582,0,0,0,4,1,0,0,0,2,0,0,True,41.340309999999995,42.32873
84,13,36067.38461538462,4206272439.7564106,11:38:39.076923,188106.59210470083,0,0,0,2,0,0,0,1,2,1,0,False,41.62966,42.34539
85,16,16731.9375,58608692.329166666,12:33:05.312500,141672.95924884258,1,0,0,3,4,0,0,1,1,0,1,False,41.70159,42.479279999999996
86,19,17248.736842105263,101365693.09356725,19:05:01.789474,34987.684153671216,0,0,0,1,1,0,0,1,1,0,0,False,41.92009,42.41258
87,29,17507.172413793105,83831325.43349753,13:50:20.448276,99728.4621743295,1,0,1,3,2,1,1,10,3,2,0,False,42.02447,42.84758
88,24,17411.833333333332,34509906.231884055,13:34:02.875000,126136.22293025363,0,0,0,1,2,1,0,4,5,0,0,False,41.89439,42.4653
89,24,22787.291666666668,61682335.86775361,08:57:28,183507.12033816424,1,0,0,4,0,0,1,4,3,0,0,True,41.88213,42.55053
90,12,28686.0,80213260.18181819,16:53:14.750000,167101.92864267676,0,0,0,1,0,1,0,3,2,1,0,True,41.63386,42.50711
91,16,20486.1875,145244564.42916667,16:16:52.875000,62553.62284722222,1,0,0,8,3,0,0,1,1,0,0,False,41.76186,42.54303
92,26,21273.53846153846,382567992.81846136,10:02:35.192307,203910.97928931622,0,0,0,1,0,0,1,0,1,0,0,False,41.42433,42.653909999999996
93,34,19754.20588235294,76365996.89572191,15:51:08.441176,106063.75362274708,2,0,0,2,0,0,1,9,0,0,0,False,41.98724,42.721920000000004
94,20,17426.5,53185689.421052635,15:22:27.400000,161407.54270175437,0,0,0,3,1,1,3,2,1,0,0,False,42.1408,42.71822
95,21,19451.52380952381,31664704.961904775,12:17:16.142857,162337.4821190476,1,0,0,1,0,1,0,5,0,0,0,False,41.9548,42.973459999999996
96,10,24006.3,122835423.78888887,13:18:12.600000,53616.5472962963,1,0,0,3,0,0,0,2,0,0,0,True,41.99678,42.69075
97,31,20728.90322580645,1283595346.023656,15:48:48.548387,123070.98949701314,1,0,0,5,0,0,0,5,7,0,0,True,41.987759999999994,42.69924
98,25,25371.8,1585547945.1666663,12:14:46.240000,76959.15750648148,0,0,0,0,0,0,0,6,1,0,0,False,41.873090000000005,42.69924
99,14,18973.428571428572,51444085.648351654,13:01:02.357143,216517.46160714285,0,0,0,4,0,0,0,0,1,0,0,False,41.99481,42.51968
100,14,29369.928571428572,34072114.53296704,12:27:04.500000,164155.42285256408,0,0,0,4,0,0,0,6,1,3,0,False,42.382940000000005,42.36789
101,12,30911.416666666668,263532910.6287879,13:52:03.083333,103440.84951809765,0,0,0,1,0,0,1,4,2,3,0,False,42.42966,42.26181
102,18,31914.222222222223,178527242.41830066,13:38:49.388889,189067.60490649965,2,0,0,6,2,0,0,7,2,1,0,False,42.33636,42.39311
103,31,11825.0,176739006.8,13:01:35.967742,5500.462471923536,0,0,0,2,0,0,0,2,2,0,0,True,42.17928,42.575179999999996
104,40,11928.5,61534736.97435896,10:53:34.050000,96465.07697934474,8,0,0,2,0,1,1,4,4,0,0,True,42.136109999999995,42.39304
105,54,9927.222222222223,18052413.044025153,10:11:29.629630,145219.5211875922,0,0,0,6,1,1,3,3,0,0,0,False,42.168620000000004,42.38647
106,32,13364.71875,29394707.24092742,11:29:41.093750,128024.77384156587,4,0,0,5,1,1,0,2,2,0,0,False,41.933279999999996,42.39655
107,22,17850.31818181818,16138655.179653678,09:31:50.136364,216582.61572210197,2,0,0,4,0,1,0,4,3,0,1,False,41.21492,42.515679999999996
